tc,tc_float,ev,ev_min,ev_max,n2,n3,n4,n5,n6,n7,n8,n9,n10,nA
-1,-1.583756345177665,-1.5762406971263836,-1.5762410324352185,-1.5761866046362845,16,16,18,19,11,16,14,13,61,13
3,3.6619718309859155,1.8174279144874266,1.8174267897096248,1.8174902366922308,4,7,3,6,5,7,8,1,22,8
2,2.925,1.0513512259468314,1.0513511637758595,1.0513961619538919,11,15,11,11,10,14,13,8,58,9
0,0.8125,-0.03779493084163943,-0.03779524498196285,-0.03773120209689884,18,16,20,21,23,21,17,18,82,20
1,1.6640000000000001,1.6753827764829388,1.6753824259247532,1.675440896865005,10,10,12,7,11,8,4,9,42,12
2,2.5161290322580645,1.1303038389789752,1.1303022681385821,1.1303636330709022,5,3,3,8,4,4,8,1,19,7
6,6.693069306930693,3.369088048884752,3.3690877691770953,3.3691337957944825,8,5,3,8,6,11,6,11,32,11
-3,-3.466666666666667,-0.6012229557979935,-0.6012240061652381,-0.6011653028581756,11,7,5,10,11,6,11,7,25,12
-3,-3.786407766990291,-1.990522059834708,-1.9905225133526692,-1.990460787440724,17,15,17,19,17,15,17,19,56,14
-8,-8.272727272727273,-3.2489262626790056,-3.2489262632669336,-3.2489203292787048,9,2,3,3,5,2,4,1,14,1
0,-0.7050847457627119,-0.5745737299693215,-0.5745739963345651,-0.5745026525026369,22,24,24,22,23,22,24,23,89,22
4,4.778378378378378,2.604920096863297,2.60491977906518,2.6049708369011215,14,9,17,12,13,14,10,14,63,19
4,4.926315789473684,2.7376630420306984,2.7376628870264708,2.7377018648888067,4,11,7,3,5,8,11,7,31,8
5,5.571428571428572,4.945666715343785,4.9456661047769614,4.945699770213752,2,3,0,2,2,2,4,1,8,4
-1,-1.4054054054054053,1.2831978297825388,1.2831959879441872,1.283263989273417,6,3,6,4,10,3,7,8,19,8
0,0.0,-0.3063321312704568,-0.30633225837333855,-0.3062977322380307,13,16,18,15,18,16,17,17,67,13
0,-0.7393364928909953,-0.8380971902398067,-0.8380982615809394,-0.8380150066067317,15,15,15,20,16,19,17,16,60,18
-3,-3.1256830601092895,-1.496618221429602,-1.4966185699859458,-1.4965230130594944,13,19,17,11,13,17,17,14,48,14
0,0.20717131474103587,-0.23778761314598051,-0.23778781980182628,-0.2377329237889637,17,18,18,22,21,18,20,20,79,18
4,4.9523809523809526,5.137607182446937,5.137607182446937,5.137607182446937,0,1,1,1,3,2,1,4,6,2
0,-0.3333333333333333,-0.3267899598796824,-0.3267901182918169,-0.3267425112300967,11,11,14,10,12,14,12,15,46,11
0,-0.7761194029850746,-0.5100489887124913,-0.5100493463548124,-0.5099949752853278,15,15,13,18,18,14,15,17,61,15
-4,-4.0625,-1.7338096339195879,-1.7338106579376356,-1.7337558356880405,6,6,3,6,5,7,7,3,16,5
2,2.0501792114695343,0.6889171351731882,0.6889169676052926,0.6889901879515177,20,20,21,20,20,23,22,21,89,23
-1,-1.9696969696969697,-0.3494323120857289,-0.34943234142138235,-0.3493821127602448,15,8,10,8,12,8,12,11,41,7
2,2.937853107344633,2.0967095482944806,2.096709404735746,2.096744560414705,15,14,13,8,14,14,10,15,61,13
0,-0.8666666666666667,-0.37091939601689405,-0.3709197077394937,-0.3708631112905436,20,18,17,20,19,14,22,20,73,17
-1,-1.368421052631579,-1.0764516966340136,-1.0764523972147115,-1.076391310205979,12,12,15,15,9,11,8,11,45,14
0,0.5148514851485149,-0.09778654216972327,-0.09778670070002404,-0.09772117524205781,23,23,22,24,23,24,23,23,95,23
6,6.285714285714286,4.1309502538989475,4.13095011246794,4.13099907062906,6,4,9,3,6,6,9,9,27,12
-8,-8.779220779220779,-4.019627921488716,-4.01962899454062,-4.019525846959501,7,6,6,7,8,9,6,7,17,4
5,5.416666666666666,2.547078399393579,2.5470783754577204,2.5471023444953222,6,3,10,7,7,9,3,8,37,6
0,0.40625,0.461436368090833,0.46143596055606584,0.4615029760620989,10,15,8,10,8,8,10,7,40,12
0,-0.9043478260869565,-0.5592879804410047,-0.5592882846219271,-0.5592198413683278,18,16,20,18,20,16,15,19,70,18
0,-0.3466666666666667,-0.5255842786245519,-0.5255845241357187,-0.5255135270100223,23,23,23,24,22,24,24,24,91,22
0,0.6290322580645161,0.11372130196566554,0.11372115292073537,0.11378081452795874,18,20,17,19,20,19,19,19,78,19
-2,-2.7733333333333334,-0.7559241981806128,-0.7559244479250926,-0.7558871372982845,5,6,4,6,9,5,8,6,23,3
-1,-1.3448275862068966,-0.7378845404320976,-0.7378850957700311,-0.7378330175475399,7,10,10,11,11,5,9,7,37,9
0,-0.959409594095941,-0.8739726251093975,-0.8739731051611939,-0.873897841219201,22,23,21,22,20,22,18,20,83,20
0,0.0,-0.3176391372394055,-0.317639322663825,-0.31756917015522435,22,22,22,22,22,23,22,22,88,22
1,1.6774193548387095,0.8836022430175626,0.8836021641622358,0.8836614899892092,9,8,4,7,7,8,7,5,30,8
1,1.1885714285714286,0.4026584937487324,0.40265828644791446,0.4027445802305154,15,12,12,15,11,13,15,13,54,15
3,3.058823529411765,1.4291029927874517,1.4291026427502458,1.4291405562235033,4,5,9,6,10,11,7,10,31,9
-9,-9.788235294117648,-5.185282815673305,-5.185288020094302,-5.185187481970572,6,9,13,10,5,5,5,5,23,4
2,2.6329113924050636,1.244673049871873,1.244672545393279,1.2447156952501244,8,6,6,3,3,11,5,7,24,6
0,0.2639593908629442,0.14430744248256433,0.14430707270787302,0.1443863731605295,14,16,17,15,15,13,14,15,60,18
0,-0.6215139442231076,-0.5754653864820891,-0.5754655730675958,-0.5753898205751851,21,20,16,21,19,20,21,19,75,19
2,2.1666666666666665,2.0829036016238454,2.082903434758616,2.082971197388342,7,7,4,6,4,4,4,5,24,7
0,0.3466666666666667,0.42440838804797953,0.42440774671668424,0.42446611194201944,12,9,14,11,12,10,10,13,44,15
2,2.0,1.4230083709840071,1.423007401542445,1.4230403256633488,1,5,6,4,4,4,1,5,18,4
-2,-2.2469135802469133,-0.7602249480002321,-0.76022532034132,-0.7601659534783425,12,11,14,13,15,9,14,16,46,12
-1,-1.7251184834123223,-1.213554452333584,-1.2135551402101221,-1.2134884205769065,11,19,24,18,12,17,17,16,57,20
2,2.0335195530726256,1.135579217616531,1.1355790886658599,1.1356280205129348,14,13,10,12,17,13,17,10,59,14
0,-0.45217391304347826,-0.7292891914292973,-0.7292894535264601,-0.7292338522644763,17,18,19,19,16,18,20,16,71,16
0,0.920353982300885,0.45114766159849007,0.45114732418913406,0.4511914456563254,6,10,6,7,9,13,13,9,32,8
2,2.9433962264150946,2.933071849645965,2.9330716616079058,2.933095391222525,5,1,4,4,5,2,5,5,17,5
0,0.26262626262626265,-0.30180124312647605,-0.3018018368277786,-0.3017369352166541,14,14,16,19,15,14,15,12,61,18
9,9.397590361445783,6.652790578155649,6.652790456703817,6.652814326863863,3,6,4,3,8,5,6,9,32,7
-1,-1.4054054054054055,-0.5641321080746785,-0.5641323159308012,-0.5640772605247208,15,20,18,17,19,13,17,20,67,16
0,0.0,-0.28355118887511255,-0.2835513706931516,-0.283480843888127,22,23,23,22,24,24,21,23,91,23
0,0.43333333333333335,0.6820889786966043,0.6820887949109891,0.6821762953355124,11,7,10,6,10,11,8,12,34,11
-2,-2.0,-0.501660584837504,-0.5016608763960434,-0.5016276516576611,6,8,11,7,11,5,7,10,33,6
2,2.2608695652173916,5.411776999550408,5.41177699955041,5.41177752908289,2,2,1,2,3,0,2,0,10,1
5,5.229050279329608,2.647701292557754,2.647700940326435,2.647748983448932,12,11,15,9,11,14,16,15,60,16
0,0.3781818181818182,0.07160299496427103,0.07160282058764111,0.07166780322529442,22,18,22,22,22,18,21,22,87,21
-4,-4.333333333333333,0.1996766549830138,0.1996756519662961,0.19972619076157241,7,5,8,3,9,1,6,7,19,7
5,5.402597402597403,4.3151814272978894,4.315181273506049,4.315201258544924,4,6,6,5,8,4,4,3,31,6
0,-0.9285714285714286,-0.6565209474473106,-0.6565216261085254,-0.6564543348685683,11,13,13,15,12,15,15,13,45,16
-1,-1.3164556962025318,-0.2969727224019324,-0.2969730123745434,-0.29690465453029835,14,12,13,11,11,12,16,12,42,15
9,9.348314606741573,5.360626032082585,5.36062590580602,5.360657698290891,3,8,5,4,6,8,8,5,33,9
-3,-3.1755725190839694,-0.9385388857851973,-0.9385391457402409,-0.9384637357481093,14,10,12,8,9,11,9,13,33,12
1,1.2682926829268293,2.5123090959218812,2.512308966423765,2.512347356623448,4,3,4,1,4,3,2,3,14,3
-2,-2.5198237885462555,-1.5873006225632202,-1.5873010536105068,-1.5872465018360418,17,19,19,18,19,18,18,18,66,15
0,0.7839195979899497,0.16428221018315936,0.16428210566322876,0.1643245193950682,15,15,18,13,15,16,12,16,66,13
4,4.216216216216216,3.3429385622967627,3.3429385041192523,3.342967000449601,10,14,10,8,10,8,9,15,54,10
0,-0.39543726235741444,-0.48826486679158787,-0.4882654152848408,-0.4881881696092434,22,20,20,23,19,18,20,19,82,20
0,0.4369747899159664,0.2056296361414341,0.20562947193871034,0.20566813308357906,8,10,9,8,12,9,9,6,39,9
-1,-1.8139534883720931,-1.3869182951623533,-1.3869184872243125,-1.3868823191543878,15,14,12,16,14,14,8,14,55,10
0,0.4227642276422764,-0.25533710323537107,-0.25533726900193265,-0.25526663048561904,21,17,18,21,15,20,22,18,76,18
2,2.207547169811321,0.47667101741006457,0.47667093119860793,0.476710403436047,14,15,18,16,13,18,16,17,71,14
0,0.3611111111111111,0.0374682945837842,0.03746813361411205,0.03754981164621263,24,22,19,23,22,21,23,22,89,23
0,0.6290322580645161,0.07281578795239319,0.07281556328531202,0.07288531834669865,18,23,19,18,18,19,17,17,80,19
1,1.4606741573033708,0.7276489309049623,0.7276486830771103,0.7277436896061196,16,17,9,15,10,14,11,14,57,15
1,1.6774193548387097,2.0181214525484528,2.0181214525484537,2.018126579645356,2,2,3,0,3,4,3,3,10,1
0,-0.6446280991735537,-0.34375740148898526,-0.343757539456503,-0.3436765260693134,21,20,14,18,20,21,18,20,70,20
2,2.4761904761904763,0.8655170339984122,0.8655167294879869,0.8655780863028437,6,9,9,11,3,7,9,8,34,9
0,0.0,-0.18867848066949222,-0.1886786801839347,-0.1886086505264044,18,16,21,17,21,21,19,21,73,20
0,-0.8754208754208754,-0.7058288885836199,-0.7058291417858089,-0.7057519456076203,24,24,24,21,24,24,22,22,90,22
3,3.7410071942446046,2.0400531781681077,2.0400530541102877,2.040119293431151,9,11,10,8,10,12,11,10,42,16
-16,-16.545454545454547,-2.507098846312669,-2.5070988463126684,-2.5070988463126684,1,1,1,2,6,1,3,3,3,1
0,0.6446280991735537,0.03336254205566846,0.03336224445105507,0.03342766778597062,14,21,19,19,19,18,18,19,76,19
-2,-2.7012987012987013,-1.417423871769985,-1.4174244501543747,-1.4173493501351242,11,11,15,12,13,14,11,13,40,14
0,0.7428571428571429,0.6553035400869918,0.655303437025373,0.6553412978473028,15,18,14,12,18,15,20,18,66,14
-7,-7.878787878787879,-3.17328821174535,-3.173289203757316,-3.1732626095736682,6,2,1,4,3,1,4,1,10,1
0,0.0,2.9227540812555355,2.922754081255536,2.922768984222782,3,4,4,0,2,2,3,5,12,1
11,11.761904761904761,6.794441209967262,6.794441093930547,6.794485766893275,5,4,1,7,4,6,9,8,28,12
0,-0.3432343234323432,-0.47835818761410454,-0.4783584521744073,-0.47827707177338563,23,23,23,24,24,24,24,23,91,24
2,2.888888888888889,2.4664961481297425,2.466496120248731,2.4665208153594316,2,3,1,3,2,3,4,5,10,3
-1,-1.7142857142857142,-1.3435001460033131,-1.343500277440647,-1.3434634053510428,17,14,11,16,14,16,15,13,55,11
0,0.8253968253968255,0.9497911372951608,0.9497910438836414,0.9498382600095066,4,4,5,4,7,4,6,4,22,3
3,3.029126213592233,1.6411186482710254,1.6411184734324078,1.6411709316290946,12,5,8,6,6,10,9,4,31,12
0,-0.17333333333333334,-0.42141287050776854,-0.4214131150036057,-0.4213470877108165,23,21,24,24,24,23,23,23,92,23
0,0.9952153110047847,0.5950390718000016,0.5950389003013639,0.5951190157242385,17,14,15,14,17,17,15,19,63,18
2,2.3423423423423424,0.7233201716778217,0.7233200739315808,0.7233672509655418,8,10,9,8,3,10,16,4,35,8
0,0.25742574257425743,-0.32528456096731606,-0.32528464381081057,-0.32524078954738456,13,19,14,15,17,17,15,13,68,11
0,0.49523809523809526,0.22356408853339116,0.22356376851583315,0.2236274139465222,19,13,16,16,17,15,14,17,67,16
-14,-14.299999999999999,-6.030238315679666,-6.030238939174904,-6.0302153513922,5,4,5,4,3,2,3,4,9,1
1,1.7584541062801933,0.7261785395882299,0.7261784254617593,0.7262333769902047,16,13,16,14,17,16,17,15,67,16
-3,-3.382113821138211,-1.9834984317709201,-1.9834989966434575,-1.9834357681542987,10,10,12,11,10,8,8,9,36,9
4,4.986301369863014,2.9704821582442196,2.970481858619338,2.970519412184361,2,8,3,5,7,6,7,3,25,7
-1,-1.9259259259259258,-0.6272412121977153,-0.6272437206635899,-0.6271587044439806,8,4,5,8,10,5,3,6,24,8
9,9.629629629629628,9.258950795788074,9.258950552993904,9.258976436665098,5,3,4,4,2,2,2,4,21,7
6,6.809523809523809,5.042372920015502,5.042372739568008,5.042421192552892,7,5,4,5,7,5,5,7,30,9
1,1.8823529411764706,0.9670748608639683,0.9670746466447115,0.9671591859811148,19,15,15,17,17,15,16,16,72,19
6,6.5,4.810545970267612,4.810545904389514,4.810581894994629,7,5,4,3,7,5,7,6,31,5
-5,-5.032258064516129,-1.4468414815520925,-1.4468444767537303,-1.446778543892624,1,5,7,4,9,7,3,6,14,6
-3,-3.673913043478261,-2.264106287223111,-2.2641069656517465,-2.2640133361430994,13,19,17,15,14,16,11,14,51,14
0,0.0,-0.23393969473639065,-0.23394001605996317,-0.233865707803798,24,24,24,23,24,24,24,24,95,24
-3,-3.391304347826087,-2.671933414372809,-2.671934724245907,-2.6718947605382257,5,1,5,6,3,4,4,1,14,3
1,1.253012048192771,1.937403571737583,1.9374034917101417,1.9374376094607464,8,7,6,3,6,5,8,8,26,6
-1,-1.0,-1.7148272332754946,-1.7148272433869987,-1.7148064569179202,4,5,3,6,3,6,2,3,19,1
-6,-6.568421052631579,-2.0711355761480172,-2.0711357798253323,-2.0710422441141114,11,10,9,3,10,10,3,8,23,8
-2,-2.8493150684931505,-1.604259668440175,-1.6042598684174936,-1.604213831401805,17,20,16,17,20,17,16,18,64,14
-1,-1.7777777777777777,-1.7097923991514394,-1.7097930293815509,-1.7097350070752615,15,19,19,21,21,21,18,13,71,16
0,0.16938110749185667,-0.06348104281558309,-0.06348120445649597,-0.06340437199872984,24,23,24,23,24,22,24,24,95,24
0,0.0,0.5547837702531118,0.5547835941639159,0.5548316858247834,11,9,8,7,13,12,14,12,40,8
0,-0.36619718309859156,-0.4396360946119564,-0.43963653298989736,-0.43955466369871066,21,23,19,23,24,22,24,20,85,23
1,1.259515570934256,0.26112531100488856,0.26112520280009766,0.26118551151561986,23,21,22,22,19,23,22,23,93,21
-2,-2.1666666666666665,1.5131035444064769,1.5131033237241034,1.5131715103909555,6,4,4,2,3,2,8,2,12,5
0,-0.97196261682243,-0.5380147348026438,-0.5380151221693195,-0.5379641669375753,6,9,7,9,8,9,12,10,30,7
0,0.8637873754152824,0.28534860119007543,0.28534844190313235,0.28542531960077344,24,23,21,22,23,23,24,23,94,24
-1,-1.7669902912621358,-1.083702911700566,-1.0837034877729408,-1.0836163364381528,14,18,19,14,18,17,15,15,59,17
1,1.0196078431372548,0.816542929831424,0.8165427808659919,0.8165790651646389,15,5,9,13,15,10,12,14,50,10
-1,-1.6507936507936507,-0.8926410141305575,-0.8926420494699643,-0.892559358616467,12,15,21,15,15,10,14,15,57,15
1,1.7430167597765363,1.2686555334743428,1.2686554695186243,1.268692026617734,11,15,14,12,15,9,15,15,61,12
3,3.5,1.7368295121023964,1.7368295116644952,1.736849412230741,8,6,8,7,8,6,10,7,41,3
0,-0.3795620437956204,-0.5949959224030094,-0.5949961864759185,-0.594915497517673,21,23,20,23,18,23,22,21,82,21
0,0.9162995594713658,0.8950811341653462,0.8950809809284588,0.8951385573819971,18,13,19,13,21,14,22,19,70,18
1,1.7627118644067796,1.2588772626718574,1.2588770289939473,1.2589457567074542,12,11,13,14,16,10,13,16,55,17
-2,-2.5318352059925093,-1.657369356189792,-1.6573697774851168,-1.6572957234087728,22,20,22,23,22,21,21,20,77,19
1,1.75,0.5419462091523555,0.5419459132355786,0.5420374876609775,16,17,14,18,13,17,13,15,67,18
0,-0.6782608695652174,-0.11199937568541435,-0.11199964597084888,-0.11192245420058583,16,20,20,13,20,18,16,21,67,19
-2,-2.5785123966942147,-1.3509495005374503,-1.3509505699690925,-1.35087247147211,12,9,12,10,12,7,4,6,38,11
-4,-4.058536585365854,-2.3115736584481086,-2.3115744613359257,-2.311506359856634,18,16,14,19,18,18,18,15,55,14
0,-0.22413793103448276,-0.26258982937411646,-0.26258996374690335,-0.2625272224778623,20,19,13,19,17,19,18,20,70,17
2,2.476190476190476,1.0813360482066998,1.081335953237101,1.081381321992526,13,6,15,11,9,11,9,12,50,11
-2,-2.785714285714286,1.9943840433084596,1.9943807514931775,1.9944782072952834,5,5,4,3,8,5,1,3,13,9
-1,-1.5877862595419847,-0.6672253228116785,-0.6672260868083244,-0.6671416336664746,9,12,9,11,12,9,10,10,37,12
-10,-10.242424242424242,-3.9588118524004168,-3.958813250238676,-3.958725841079457,7,5,4,7,8,5,8,4,14,4
0,0.0,0.8583356498299318,0.85833512288483,0.8583828313936126,2,12,8,5,5,4,3,7,25,7
0,0.0,-0.27909246851129577,-0.27909276178844955,-0.2790227924477935,24,24,23,23,24,24,23,23,95,23
0,-0.23423423423423423,-0.29002559135579853,-0.2900258332543952,-0.28996045086832456,16,15,14,17,21,21,17,19,64,18
-8,-8.84,-4.075480297877532,-4.0754812325293095,-4.075403741843016,8,8,11,10,9,5,12,8,24,5
-5,-5.495934959349594,-2.696613112927067,-2.6966140788718422,-2.6965564255820453,10,5,12,11,14,12,8,12,30,9
0,0.41269841269841273,-0.02238927884382647,-0.02239015691131363,-0.02233419792595837,7,8,12,12,12,8,7,8,40,12
-4,-4.905660377358491,-1.438338238013634,-1.4383397429050515,-1.4382686957997726,5,1,5,4,6,5,7,4,12,4
-3,-3.9139784946236555,-2.4496682896521764,-2.449670225433816,-2.449557878985666,9,5,9,10,7,11,4,5,25,8
0,0.0,-0.7494397703780873,-0.7494411408849846,-0.7493804492443978,6,7,10,14,7,8,6,8,35,9
1,1.1063829787234043,2.081502343981847,2.0815016801857102,2.0815250609931595,6,2,3,0,5,6,5,3,15,2
-7,-7.2405063291139244,-1.9831708422147143,-1.983172954634938,-1.9830604264522878,5,7,11,6,8,5,5,6,18,8
-1,-1.7142857142857142,-0.7571541744207727,-0.7571547887744976,-0.7571062362854584,5,8,5,8,9,7,10,7,26,6
5,5.924050632911393,3.7973785857071247,3.7973783023717904,3.797423195751515,6,8,5,4,3,6,8,4,27,8
0,0.35738831615120276,0.01141759089872707,0.0114174145239857,0.01148368746186412,22,22,23,21,23,21,24,22,91,22
-1,-1.2093023255813955,0.3979140527148465,0.39791403176562845,0.39794861121508174,10,8,5,5,7,6,4,8,27,6
0,-0.20077220077220076,-0.2608877355731013,-0.2608879753032629,-0.260823660546473,18,21,17,21,22,20,20,22,78,20
0,0.0,-0.21252270939952084,-0.2125231094531967,-0.2124236017238389,10,9,12,9,9,10,9,8,38,11
0,-0.6153846153846154,-0.8530453669004705,-0.8530457856354186,-0.8529934635899893,9,14,12,15,17,15,11,11,52,13
-3,-3.466666666666667,-1.3805578184326943,-1.3805578434865653,-1.3805334306081118,5,7,5,6,2,4,3,7,19,2
-3,-3.345029239766082,-1.5342540440289885,-1.5342546463438156,-1.5341647023407987,15,14,12,16,13,12,18,12,45,14
-2,-2.4123711340206184,-1.856035740268283,-1.8560366907018162,-1.855967807286041,13,16,15,18,18,17,13,13,57,14
1,1.2430278884462151,0.5811492651849351,0.581148966881368,0.5812310733978718,18,22,21,17,19,18,16,17,81,22
0,-0.48148148148148145,-0.44570973375108,-0.44571021817929113,-0.44561836591924575,17,16,18,17,17,15,19,14,65,18
-1,-1.0505050505050506,-0.45405961427355357,-0.4540599212327414,-0.45399390705536247,18,17,14,19,11,10,18,16,61,14
0,0.0,0.16436625139983974,0.16436601310423726,0.16442277485002665,8,12,14,8,10,7,9,9,42,10
1,1.9117647058823528,-0.25214895192424436,-0.2521491846876418,-0.2521029571614162,8,11,7,14,9,15,10,8,46,8
-2,-2.4869565217391303,-1.6390655980074116,-1.639065876307814,-1.6389750890078065,20,18,20,20,14,21,18,18,63,18
0,-0.1774744027303754,-0.4657206306151259,-0.46572083800465247,-0.4656404267700832,22,22,23,23,23,24,22,22,89,23
-1,-1.6363636363636365,-1.1378658387832827,-1.1378661729286497,-1.1377962270936548,24,23,21,24,21,23,23,23,84,20
5,5.086956521739131,2.600043059362263,2.6000425802633234,2.600105387045545,6,4,6,9,3,10,7,10,23,14
-2,-2.6666666666666665,-0.7638032324326918,-0.7638041256679386,-0.7637232162308694,6,10,7,5,7,5,5,2,23,8
0,0.8062015503875969,0.00896372668422407,0.0089635654131156,0.00902050284001732,20,19,21,20,20,19,19,16,85,19
3,3.0588235294117645,4.41726915102262,4.417269151022621,4.417269151022621,0,2,1,1,1,1,4,1,5,1
-3,-3.2098765432098766,-2.3012521872896996,-2.3012525947355336,-2.3012038808407764,11,15,15,15,13,11,12,11,51,8
-2,-2.1971830985915495,-0.9605654954892247,-0.9605657639200488,-0.9604811900020718,21,19,17,15,16,14,15,17,64,15
2,2.2788844621513946,1.183011786024139,1.1830117066175734,1.1830935593199117,19,16,18,16,19,20,22,22,76,23
0,0.5234899328859061,-0.04214416792233222,-0.04214453355059622,-0.04207760660788284,22,22,22,24,23,23,22,24,93,23
14,14.857142857142858,7.846724026410012,7.846723296311001,7.846745948445697,1,1,0,5,2,6,4,7,15,8
0,-0.18840579710144928,-0.45833933091503076,-0.45833956745174126,-0.4582914653683098,22,16,24,22,22,20,24,21,86,19
-2,-2.4761904761904763,4.544996452508998,4.544996114582964,4.5450109356757435,3,1,2,0,4,1,1,0,7,2
0,-0.6341463414634146,0.06720085186994007,0.0672008073109529,0.06723296031401382,17,15,11,12,12,10,9,13,55,10
0,-0.52,-0.6515887534075597,-0.6515889989669063,-0.6515236349654254,22,24,24,24,24,23,22,22,93,22
1,1.2297297297297296,0.3348948183820979,0.3348946116285072,0.334968880152972,21,22,22,24,22,21,24,22,94,24
1,1.3431734317343174,0.5290390447971406,0.5290388710569528,0.5291174165629222,20,23,19,19,21,21,20,19,87,22
1,1.7552742616033756,0.7037465479479627,0.7037464347760075,0.7037976377340835,17,20,19,15,15,20,15,22,77,17
